address,campus_name,category,district,location,name,slno,th_campus,type,university
"Sabarigiri College of Education, Anchal, Kollam 691306","Sabarigiri College of Education, Anchal",Training College,Kollam,https://www.google.com/maps/search/?api=1&query=Sabarigiri%20College%20of%20Education%2C%20Anchal%2C%20Kollam%20691306,,774,False,Unaided,Kerala University
"Kaviyattu College of Education, Pirappancode PO, Thiruvananthapuram 695607","Kaviyattu College of Education, Pirappancode",Training College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Kaviyattu%20College%20of%20Education%2C%20Pirappancode%20PO%2C%20Thiruvananthapuram%20695607,,775,False,Unaided,Kerala University
"Kunjukrishnan Nadar Memorial B.Ed. College, Mavila, Kanjiramkulam, Thiruvananthapuram","Kunjukrishnan Nadar Memorial BEd College, Mavila",Training College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Kunjukrishnan%20Nadar%20Memorial%20B.Ed.%20College%2C%20Mavila%2C%20Kanjiramkulam%2C%20Thiruvananthapuram,,776,False,Unaided,Kerala University
"Sree Narayana Guru Kripa BEd College, Nirmala Bhavan, Pothencode, Thiruvananthapuram","Sree Narayana Guru Kripa BEd College, Nirmala Bhavan",Training College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20Guru%20Kripa%20BEd%20College%2C%20Nirmala%20Bhavan%2C%20Pothencode%2C%20Thiruvananthapuram,,777,False,Unaided,Kerala University
"Haneefa Kunju Memorial College of Education, Umayanalloor PO, Kollam","Haneefa Kunju Memorial College of Education, Umayanalloor",Training College,Kollam,https://www.google.com/maps/search/?api=1&query=Haneefa%20Kunju%20Memorial%20College%20of%20Education%2C%20Umayanalloor%20PO%2C%20Kollam,,778,False,Unaided,Kerala University
"Pattom Thanu Pillai Memorial College of Education, Maruthoorkonam, Balaramapuram, Thiruvananthapuram","Pattom Thanu Pillai Memorial College of Education, Maruthoorkonam",Training College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Pattom%20Thanu%20Pillai%20Memorial%20College%20of%20Education%2C%20Maruthoorkonam%2C%20Balaramapuram%2C%20Thiruvananthapuram,,779,False,Unaided,Kerala University
"Valiyam Memorial College of Teacher Education, Edapally Cotta, Chavara, Kollam 691583","Valiyam Memorial College of Teacher Education, Chavara",Training College,Kollam,https://www.google.com/maps/search/?api=1&query=Valiyam%20Memorial%20College%20of%20Teacher%20Education%2C%20Edapally%20Cotta%2C%20Chavara%2C%20Kollam%20691583,,780,False,Unaided,Kerala University
"METCA Institute of Teacher Education, METCA Land, Chavarcode, Palayamkunnu PO, Varkala, Thiruvananthapuram 695146","METCA Institute of Teacher Education, Chavarcode",Training College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=METCA%20Institute%20of%20Teacher%20Education%2C%20METCA%20Land%2C%20Chavarcode%2C%20Palayamkunnu%20PO%2C%20Varkala%2C%20Thiruvananthapuram%20695146,,781,False,Unaided,Kerala University
"Pushpageeth College For Teacher Education, Elimala, Kottoor, Thiruvananthapuram","Pushpageeth College For Teacher Education, Elimala",Training College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Pushpageeth%20College%20For%20Teacher%20Education%2C%20Elimala%2C%20Kottoor%2C%20Thiruvananthapuram,,782,False,Unaided,Kerala University
"Badhiriya BEd Training College, Velichikkala, Kollam","Badhiriya BEd Training College, Velichikkala",Training College,Kollam,https://www.google.com/maps/search/?api=1&query=Badhiriya%20BEd%20Training%20College%2C%20Velichikkala%2C%20Kollam,,783,False,Unaided,Kerala University
"KPM BEd College, Cheriyavelinalloor, Kollam","KPM BEd College, Cheriyavelinalloor",Training College,Kollam,https://www.google.com/maps/search/?api=1&query=KPM%20BEd%20College%2C%20Cheriyavelinalloor%2C%20Kollam,,784,False,Unaided,Kerala University
"St. Tresa  s College of Education, Kundara, Kollam","St. Tresa  s College of Education, Kundara",Training College,Kollam,https://www.google.com/maps/search/?api=1&query=St.%20Tresa%20%20s%20College%20of%20Education%2C%20Kundara%2C%20Kollam,,785,False,Unaided,Kerala University
"KVM College of Special Education, Cherthala, Alappuzha","KVM College of Special Education, Cherthala",Training College,Alappuzha,https://www.google.com/maps/search/?api=1&query=KVM%20College%20of%20Special%20Education%2C%20Cherthala%2C%20Alappuzha,,786,False,Unaided,Kerala University
"Sree Chitra Thirunal College ofEngineering, Pappanamcode, Thiruvananthapuram","Sree Chitra Thirunal College of Engineering, Pappanamcode",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Sree%20Chitra%20Thirunal%20College%20ofEngineering%2C%20Pappanamcode%2C%20Thiruvananthapuram,,787,False,Unaided,APJ Abdul Kalam Technological University
"Marian Engineering College, Menamkulam, Kazhakuttom, Thiruvananthapuram 695582","Marian Engineering College, Kazhakuttom",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Marian%20Engineering%20College%2C%20Menamkulam%2C%20Kazhakuttom%2C%20Thiruvananthapuram%20695582,,788,True,Unaided,APJ Abdul Kalam Technological University
"LBS Institute of Technology forWomen, Poojappura, Thiruvananthapuram 695 012","LBS Institute of Technology for Women, Poojappura",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=LBS%20Institute%20of%20Technology%20forWomen%2C%20Poojappura%2C%20Thiruvananthapuram%20695%20012,,789,True,Unaided,APJ Abdul Kalam Technological University
"Mar Baselios College of Engineering &Technology, Bethany Hills, Nalanchira,Thiruvananthapuram 695015","Mar Baselios College of Engineering & Technology, Nalanchira",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Mar%20Baselios%20College%20of%20Engineering%20%26Technology%2C%20Bethany%20Hills%2C%20Nalanchira%2CThiruvananthapuram%20695015,,790,False,Unaided,APJ Abdul Kalam Technological University
"Sree Buddha College of Engineering,Pattoor PO, Padanilam, Nooranad,Alappuzha","Sree Buddha College of Engineering, Pattoor",Engineering/Technical College,Alappuzha,https://www.google.com/maps/search/?api=1&query=Sree%20Buddha%20College%20of%20Engineering%2CPattoor%20PO%2C%20Padanilam%2C%20Nooranad%2CAlappuzha,,791,True,Unaided,APJ Abdul Kalam Technological University
"Muslim Association College ofEngineering, Venjaramoodu, Thiruvananthapuram 695607","Muslim Association College of Engineering, Venjaramoodu",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Muslim%20Association%20College%20ofEngineering%2C%20Venjaramoodu%2C%20Thiruvananthapuram%20695607,,792,False,Unaided,APJ Abdul Kalam Technological University
"Mohandas College of Engineering &Technology, Anad, Nedumangad, Thiruvananthapuram","Mohandas College of Engineering & Technology, Nedumangad",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Mohandas%20College%20of%20Engineering%20%26Technology%2C%20Anad%2C%20Nedumangad%2C%20Thiruvananthapuram,,793,False,Unaided,APJ Abdul Kalam Technological University
"Christ College of Engineering, Christ College Road, Irinjalakuda, Thrissur 680125","Christ College of Engineering, Irinjalakuda",Engineering/Technical College,Thrissur,https://www.google.com/maps/search/?api=1&query=Christ%20College%20of%20Engineering%2C%20Christ%20College%20Road%2C%20Irinjalakuda%2C%20Thrissur%20680125,,794,True,Unaided,APJ Abdul Kalam Technological University
"Lourdes Matha College of Science &Technology, Opp. Kalampara Ashram,Kutttichal PO, Thiruvananthapuram 695 574","Lourdes Matha College of Science & Technology, Kutttichal",Engineering/Technical College,Thiruvananthapuram,https://maps.app.goo.gl/sUbgK8coWLW9ecB39,,795,False,Unaided,APJ Abdul Kalam Technological University
"Shahul Hameed Memorial Engineering College, Al Hameed Estate, Swamimukku, Pulippara PO, Kadakkal, Kollam","Shahul Hameed Memorial Engineering College, Kadakkal",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Shahul%20Hameed%20Memorial%20Engineering%20College%2C%20Al%20Hameed%20Estate%2C%20Swamimukku%2C%20Pulippara%20PO%2C%20Kadakkal%2C%20Kollam,,796,False,Unaided,APJ Abdul Kalam Technological University
"Travancore Engineering College, Roadvila, Cheriyavelinalloor PO, Oyoor, Kollam","Travancore Engineering College, Oyoor",Engineering/Technical College,Kollam,https://maps.app.goo.gl/LNDuvKgEeWqTzALb7,,797,False,Unaided,APJ Abdul Kalam Technological University
"PA Aziz College of Engineering &Technology, Karakulam, Thiruvananthapuram 695564","PA Aziz College of Engineering & Technology, Karakulam",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=PA%20Aziz%20College%20of%20Engineering%20%26Technology%2C%20Karakulam%2C%20Thiruvananthapuram%20695564,,798,False,Unaided,APJ Abdul Kalam Technological University
"Younus College of Engineering & Technology, Thalachira PO, Kottarakkara, Kollam 691546","Younus College of Engineering, Thalachira",Engineering/Technical College,Kollam,https://maps.app.goo.gl/LCk7rxrqPpa3KjHE6,,799,False,Unaided,Kerala University
"Mary Matha College of Engineering & Technology, Paliyode, Dalumugham, Neyyattinkara, Thiruvananthapuram","Mary Matha College of Engineering & Technology, Paliyode",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Mary%20Matha%20College%20of%20Engineering%20%26%20Technology%2C%20Paliyode%2C%20Dalumugham%2C%20Neyyattinkara%2C%20Thiruvananthapuram,,800,False,Unaided,Kerala University
"College of Engineering andManagement, Vadackal PO, Punnapra,Alappuzha 688003","College of Engineering and Management, Vadackal",Engineering/Technical College,Alappuzha,https://maps.app.goo.gl/yfA7oo82BmV9a4Xp6,,801,True,Unaided,APJ Abdul Kalam Technological University
"Rajadhani Institute of Engineeringand Technology, Alamcode, Attingal,Thiruvananthapuram 695102","Rajadhani Institute of Engineering and Technology, Alamcode",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Rajadhani%20Institute%20of%20Engineeringand%20Technology%2C%20Alamcode%2C%20Attingal%2CThiruvananthapuram%20695102,,802,True,Unaided,APJ Abdul Kalam Technological University
"Valia Koonambaikulathamma Collegeof Engineering & Technology,Chavarcode, Parippally PO,Thiruvananthapuram 691574","Valia Koonambaikulathamma College of Engineering & Technology, Chavarcode",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Valia%20Koonambaikulathamma%20Collegeof%20Engineering%20%26%20Technology%2CChavarcode%2C%20Parippally%20PO%2CThiruvananthapuram%20691574,,803,False,Unaided,APJ Abdul Kalam Technological University
"Pankajakasthuri College of Engineering & Technology, Kandala, Thiruvananthapuram","Pankajakasthuri College of Engineering & Technology, Kandala",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Pankajakasthuri%20College%20of%20Engineering%20%26%20Technology%2C%20Kandala%2C%20Thiruvananthapuram,,804,False,Unaided,Kerala University
"UKF College of Engineering andTechnology, Paripally, Kollam 691302","UKF College of Engineering and Technology, Paripally",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=UKF%20College%20of%20Engineering%20andTechnology%2C%20Paripally%2C%20Kollam%20691302,,805,False,Unaided,APJ Abdul Kalam Technological University
"MES Institute of Technology &Management, Chathannoor, Kollam 691 572","MES Institute of Technology & Management, Chathannoor",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=MES%20Institute%20of%20Technology%20%26Management%2C%20Chathannoor%2C%20Kollam%20691%20572,,806,False,Unaided,APJ Abdul Kalam Technological University
"Hindustan College of Engineering, Arippa,Chozhiyakode PO,  Kulathupuzha, Kollam 691317","Hindustan College of Engineering, Arippa",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Hindustan%20College%20of%20Engineering%2C%20Arippa%2CChozhiyakode%20PO%2C%20%20Kulathupuzha%2C%20Kollam%20691317,,807,False,Unaided,Kerala University
"Sri Vellapally Natesan College ofEngineering, Kattachira, Pallickal PO,Alappuzha 690504","Sri Vellapally Natesan College of Engineering, Kattachira",Engineering/Technical College,Alappuzha,https://www.google.com/maps/search/?api=1&query=Sri%20Vellapally%20Natesan%20College%20ofEngineering%2C%20Kattachira%2C%20Pallickal%20PO%2CAlappuzha%20690504,,808,False,Unaided,APJ Abdul Kalam Technological University
"KR Gouri Amma College ofEngineering, Valamangalam South PO, Thuravoor, Alappuzha 688532","KR Gouri Amma College of Engineering, Thuravoor",Engineering/Technical College,Alappuzha,https://www.google.com/maps/search/?api=1&query=KR%20Gouri%20Amma%20College%20ofEngineering%2C%20Valamangalam%20South%20PO%2C%20Thuravoor%2C%20Alappuzha%20688532,,809,False,Unaided,APJ Abdul Kalam Technological University
"Archana College of EngineeringPalamel, Nooranad PO,Alappuzha 690504","Archana College of Engineering, Palamel",Engineering/Technical College,Alappuzha,https://maps.app.goo.gl/nmjFSPfAsXzSg53U8,,810,False,Unaided,Kerala University
"John Cox Memorial CSI Institute ofTechnology, Kannammoola, Thiruvananthapuram 695011","John Cox Memorial CSI Institute of Technology, Kannammoola",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=John%20Cox%20Memorial%20CSI%20Institute%20ofTechnology%2C%20Kannammoola%2C%20Thiruvananthapuram%20695011,,811,False,Unaided,APJ Abdul Kalam Technological University
"Mount Zion Institute of Science & Technology, Kozhuvalloor PO, Chengannur, Alappuzha 689521","Mount Zion Institute of Science & Technology, Kozhuvalloor",Engineering/Technical College,Alappuzha,https://www.google.com/maps/search/?api=1&query=Mount%20Zion%20Institute%20of%20Science%20%26%20Technology%2C%20Kozhuvalloor%20PO%2C%20Chengannur%2C%20Alappuzha%20689521,,812,False,Unaided,APJ Abdul Kalam Technological University
"St. Thomas Institute of Science &Technology, Mar Chrystom Nagar,Kattaikonam PO, Thiruvananthapuram 695584","St. Thomas Institute of Science & Technology, Kattaikonam",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=St.%20Thomas%20Institute%20of%20Science%20%26Technology%2C%20Mar%20Chrystom%20Nagar%2CKattaikonam%20PO%2C%20Thiruvananthapuram%20695584,,813,False,Unaided,APJ Abdul Kalam Technological University
"Heera College of Engineering &Technology, Panavoor, NedumangadThiruvananthapuram 695 568","Heera College of Engineering & Technology, Panavoor",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Heera%20College%20of%20Engineering%20%26Technology%2C%20Panavoor%2C%20NedumangadThiruvananthapuram%20695%20568,,814,False,Unaided,APJ Abdul Kalam Technological University
"St. Thomas College of Engineering &Technology, Kozhuvalloor PO,Chengannur, Alappuzha 689 521","St. Thomas College of Engineering & Technology, Kozhuvalloor",Engineering/Technical College,Alappuzha,https://maps.app.goo.gl/RYQdKcsSBvohA72J7,,815,False,Unaided,APJ Abdul Kalam Technological University
"Younus College of Engineering & Technology, Pallimukku, Vadakkevila PO, Kollam 691010","Younus College of Engineering & Technology, Vadakkevila",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Younus%20College%20of%20Engineering%20%26%20Technology%2C%20Pallimukku%2C%20Vadakkevila%20PO%2C%20Kollam%20691010,,816,False,Unaided,APJ Abdul Kalam Technological University
"Bishop Jerome Institute, FathimaCollege Road, Kollam 691001","Bishop Jerome Institute, Kollam",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Bishop%20Jerome%20Institute%2C%20FathimaCollege%20Road%2C%20Kollam%20691001,,817,False,Unaided,APJ Abdul Kalam Technological University
"TKM Institute of Management, Musaliyar Hills, Karuvelil PO, Kollam  691505","TKM Institute of Management, Karuvelil",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=TKM%20Institute%20of%20Management%2C%20Musaliyar%20Hills%2C%20Karuvelil%20PO%2C%20Kollam%20%20691505,,818,False,Unaided,Kerala University
"Member Sree Narayana Pillai Institute of Management & Technology, Madappally, Mukundapuram, Chavara, Kollam","Member Sree Narayana Pillai Institute of Management & Technology, Madappally",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Member%20Sree%20Narayana%20Pillai%20Institute%20of%20Management%20%26%20Technology%2C%20Madappally%2C%20Mukundapuram%2C%20Chavara%2C%20Kollam,,819,False,Unaided,Kerala University
"Allama Iqbal Institute of Management, Iqbal Nagar, Daivapura PO, Peringamala, Thiruvananthapuram","Allama Iqbal Institute of Management, Daivapura",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Allama%20Iqbal%20Institute%20of%20Management%2C%20Iqbal%20Nagar%2C%20Daivapura%20PO%2C%20Peringamala%2C%20Thiruvananthapuram,,820,False,Unaided,Kerala University
"Kerala Institute of Tourism and Travel Studies, Thycaud, Thiruvananthapuram","Kerala Institute of Tourism and Travel Studies, Thycaud",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Kerala%20Institute%20of%20Tourism%20and%20Travel%20Studies%2C%20Thycaud%2C%20Thiruvananthapuram,,821,False,Unaided,Kerala University
"Institute of Management & Technology, Punnapra, Alappuzha","Institute of Management & Technology, Punnapra",Engineering/Technical College,Alappuzha,https://www.google.com/maps/search/?api=1&query=Institute%20of%20Management%20%26%20Technology%2C%20Punnapra%2C%20Alappuzha,,822,False,Unaided,Kerala University
"G Karunakaran Memorial Co-Operative College of Management, PB No 5, Kakkode, Karakulam PO, Thiruvananthapuram 695 564","G Karunakaran Memorial Co-Operative College of Management & Technology, Kakkode",Engineering/Technical College,Thiruvananthapuram,https://maps.app.goo.gl/qJfu6S7d4cpuvhKr6,,823,False,Unaided,Kerala University
"Gurudev Institute of Management Studies, Kottappuram PO, Kadakkal, Kollam 691 536","Gurudev Institute of Management Studies, Kottappuram",Engineering/Technical College,Kollam,https://maps.app.goo.gl/FRJiXYizps1RsPpQ8,,824,False,Unaided,Kerala University
"Co operative Institute of Management & Technology, Manvila, Kulathoor,  Thiruvananthapuram 695583","Co operative Institute of Management & Technology, Manvila",Engineering/Technical College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Co%20operative%20Institute%20of%20Management%20%26%20Technology%2C%20Manvila%2C%20Kulathoor%2C%20%20Thiruvananthapuram%20695583,,825,False,Unaided,Kerala University
"KVVS Institute of Technology, Kaithaparambu, Adoor, Pathanamthitta","KVVS Institute of Technology, Kaithaparambu",Engineering/Technical College,Pathanamthitta,https://www.google.com/maps/search/?api=1&query=KVVS%20Institute%20of%20Technology%2C%20Kaithaparambu%2C%20Adoor%2C%20Pathanamthitta,,826,False,Unaided,Kerala University
"Mar Thoma Institute of Information Technology, Chadayamangalam, Ayur, Kollam","Mar Thoma Institute of Information Technology, Chadayamangalam, Ayur",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Mar%20Thoma%20Institute%20of%20Information%20Technology%2C%20Chadayamangalam%2C%20Ayur%2C%20Kollam,,827,False,Unaided,Kerala University
"Mar Baselios Institute of Technology, Anchal PO, Kollam","Mar Baselios Institute of Technology, Anchal",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Mar%20Baselios%20Institute%20of%20Technology%2C%20Anchal%20PO%2C%20Kollam,,828,False,Unaided,Kerala University
"Sree Narayana Institute of Technology, Vadakkevila PO, Kollam 691010","Sree Narayana Institute of Technology, Vadakkevila",Engineering/Technical College,Kollam,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20Institute%20of%20Technology%2C%20Vadakkevila%20PO%2C%20Kollam%20691010,,829,False,Unaided,Kerala University
"Holy Cross College of Nursing, Kottiyam, Kollam 691571","Holy Cross College of Nursing, Kottiyam",Nursing College,Kollam,https://www.google.com/maps/search/?api=1&query=Holy%20Cross%20College%20of%20Nursing%2C%20Kottiyam%2C%20Kollam%20691571,,830,False,Unaided,Kerala University of Health Sciences
"CSI College of Nursing. Dr SMCSI Medical College & Hospital, Karakonam, Thiruvananthapuram 695 504.","CSI College of Nursing, Karakonam",Nursing College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=CSI%20College%20of%20Nursing.%20Dr%20SMCSI%20Medical%20College%20%26%20Hospital%2C%20Karakonam%2C%20Thiruvananthapuram%20695%20504.,,831,False,Unaided,Kerala University of Health Sciences
"St.Joseph`s College of Nursing, Anchal, Kollam 691306","St.Joseph`s College of Nursing, Anchal",Nursing College,Kollam,https://www.google.com/maps/search/?api=1&query=St.Joseph%60s%20College%20of%20Nursing%2C%20Anchal%2C%20Kollam%20691306,,832,False,Unaided,Kerala University of Health Sciences
"KVM College of Nursing, KVM Trust, PB No 13, Cherthala, Alappuzha 688524","KVM College of Nursing, Cherthala",Nursing College,Alappuzha,https://www.google.com/maps/search/?api=1&query=KVM%20College%20of%20Nursing%2C%20KVM%20Trust%2C%20PB%20No%2013%2C%20Cherthala%2C%20Alappuzha%20688524,,833,False,Unaided,Kerala University of Health Sciences
"Vellappally Natesan Shashtiabdapoorthi Smaraka College of Nursing, SN Trusts, Medical Mission, PBNo 32, Kollam 691 001","Vellappally Natesan Shashtiabdapoorthi Smaraka College of Nursing, Kollam",Nursing College,Kollam,https://maps.app.goo.gl/T3cFL9JYGvtyErXX9,,834,False,Unaided,Kerala University of Health Sciences
"Bishop Benziger College of Nursing, PB No. 46, Sastri Junction, Kollam   1","Bishop Benziger College of Nursing, Kollam",Nursing College,Kollam,https://maps.app.goo.gl/ftgc39PpArXcwM188,,835,False,Unaided,Kerala University of Health Sciences
"Sivagiri Sree Narayana Medical Mission College of Nursing, Sreenivasapuram PO, Varkala, Thiruvananthapuram  695145","Sivagiri Sree Narayana Medical Mission College of Nursing, Sreenivasapuram",Nursing College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Sivagiri%20Sree%20Narayana%20Medical%20Mission%20College%20of%20Nursing%2C%20Sreenivasapuram%20PO%2C%20Varkala%2C%20Thiruvananthapuram%20%20695145,,836,False,Unaided,Kerala University of Health Sciences
"Upasana College of Nursing, Puthuchira, Industrial estate PO, Umayanalloor691 589, Kollam","Upasana College of Nursing, Upasana Hospital, Kollam",Nursing College,Kollam,https://maps.app.goo.gl/eCaEMSThGzcGMP1VA,,837,False,Unaided,Kerala University of Health Sciences
"Vijaya College of Nursing, Gurugiri Campus, Neeleswaram P O, Kottarakkara, Kollam - 691 505","Vijaya College of Nursing, Kottarakkara",Nursing College,Kollam,https://www.google.com/maps/search/?api=1&query=Vijaya%20College%20of%20Nursing%2C%20Gurugiri%20Campus%2C%20Neeleswaram%20P%20O%2C%20Kottarakkara%2C%20Kollam%20-%20691%20505,,838,False,Unaided,Kerala University of Health Sciences
"Josco College of Nursing, Edappon, Iranikudy PO, Josco Junction, Pandalam, Alappuzha 689 515","Josco College of Nursing, Pandalam",Nursing College,Alappuzha,https://maps.app.goo.gl/t54k1orVfu5FPApY9,,839,False,Unaided,Kerala University of Health Sciences
"Mercy College of Nursing, Valakom, Kottarakkara, Kollam 691 532","Mercy College of Nursing, Valakom",Nursing College,Kollam,https://maps.app.goo.gl/vvUAAWWp92frsKKu5,,840,False,Unaided,Kerala University of Health Sciences
"Nightingale College of Nursing, Nedumangad, Thiruvananthapuram 695 541","Nightingale College of Nursing, Nedumangad",Nursing College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Nightingale%20College%20of%20Nursing%2C%20Nedumangad%2C%20Thiruvananthapuram%20695%20541,,841,False,Unaided,Kerala University of Health Sciences
"KIMS College of Nursing, Anamukham, Anayara PO, Thiruvananthapuram 695 029","KIMS College of Nursing, Anayara",Nursing College,Thiruvananthapuram,https://maps.app.goo.gl/rxg9YJj5biv4nWQr5,,842,False,Unaided,Kerala University of Health Sciences
"Ananthapuri College of Nursing, Ananthapuri Hospitals & Research Institute, Chackai NH Bypass, Thiruvananthapuram 695024","Ananthapuri College of Nursing, Ananthapuri Hospitals & Research Institute, Thiruvananthapuram",Nursing College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Ananthapuri%20College%20of%20Nursing%2C%20Ananthapuri%20Hospitals%20%26%20Research%20Institute%2C%20Chackai%20NH%20Bypass%2C%20Thiruvananthapuram%20695024,,843,False,Unaided,Kerala University of Health Sciences
"Saraswathy College of Nursing, Bheema Hill, Karode PO, Uchakkada, Thiruvananthapuram 695506","Saraswathy College of Nursing, Uchakkada",Nursing College,Thiruvananthapuram,https://maps.app.goo.gl/uKN6ZG64TP2kY8PZ6,,844,False,Unaided,Kerala University of Health Sciences
"Azeezia College of Nursing, Meeyannoor, Kollam 691537","Azeezia College of Nursing, Meeyannoor",Nursing College,Kollam,https://www.google.com/maps/search/?api=1&query=Azeezia%20College%20of%20Nursing%2C%20Meeyannoor%2C%20Kollam%20691537,,845,False,Unaided,Kerala University of Health Sciences
"Ruckmoni College of Nursing, Ponnambi, Vellarada PO, Thiruvananthapuram 695505","Ruckmoni College of Nursing, Ponnambi",Nursing College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Ruckmoni%20College%20of%20Nursing%2C%20Ponnambi%2C%20Vellarada%20PO%2C%20Thiruvananthapuram%20695505,,846,False,Unaided,Kerala University of Health Sciences
"St.Thomas College of Nursing, Pallickal PO, Kattanam, Alappuzha","St.Thomas College of Nursing, Kattanam",Nursing College,Alappuzha,https://www.google.com/maps/search/?api=1&query=St.Thomas%20College%20of%20Nursing%2C%20Pallickal%20PO%2C%20Kattanam%2C%20Alappuzha,,847,False,Unaided,Kerala University of Health Sciences
"Sree Gokulam Nursing College, Venjarammoodu, Thiruvananthapuram 695 607","Sree Gokulam Nursing College, Venjarammoodu",Nursing College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Sree%20Gokulam%20Nursing%20College%2C%20Venjarammoodu%2C%20Thiruvananthapuram%20695%20607,,848,False,Unaided,Kerala University of Health Sciences
"Co-operative College of Nursing, Kakkode, Aruvikkara PO, Trivandrum","Co-operative College of Nursing, Kakkode",Nursing College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Co-operative%20College%20of%20Nursing%2C%20Kakkode%2C%20Aruvikkara%20PO%2C%20Trivandrum,,849,False,Unaided,Kerala University of Health Sciences
"NIMS College of Nursing, NIMS Medicity, Aralummoodu, Neyyattinkara, Thiruvananthapuram 695 123","NIMS College of Nursing, Neyyattinkara",Nursing College,Thiruvananthapuram,https://maps.app.goo.gl/qPbzrA8fRz33swtTA,,850,False,Unaided,Kerala University of Health Sciences
"PMS College of Dental Science &Research, Vattappara, Thiruvananthapuram","PMS College of Dental Science & Research, Vattappara",Dental College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=PMS%20College%20of%20Dental%20Science%20%26Research%2C%20Vattappara%2C%20Thiruvananthapuram,,851,False,Unaided,Kerala University of Health Sciences
"Azeezia College of Dental Sciences & Research, Diamond Hills, Meeyyannoor PO, Kollam 691537","Azeezia College of Dental Sciences & Research, Meeyyannoor",Dental College,Kollam,https://www.google.com/maps/search/?api=1&query=Azeezia%20College%20of%20Dental%20Sciences%20%26%20Research%2C%20Diamond%20Hills%2C%20Meeyyannoor%20PO%2C%20Kollam%20691537,,852,False,Unaided,Kerala University of Health Sciences
"Noorul Islam College of Dental Sciences, NIMS Medicity, Aralummoodu PO, Neyyattinkara, Thiruvananthapuram. 695123","Noorul Islam College of Dental Sciences, Aralummoodu",Dental College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Noorul%20Islam%20College%20of%20Dental%20Sciences%2C%20NIMS%20Medicity%2C%20Aralummoodu%20PO%2C%20Neyyattinkara%2C%20Thiruvananthapuram.%20695123,,853,False,Unaided,Kerala University of Health Sciences
"Sree Sankara Dental College, Akathumuri, Vennecode PO, Varkala, Thiruvananthapuram 695318","Sree Sankara Dental College, Akathumuri",Dental College,Thiruvananthapuram,https://www.google.com/maps/search/?api=1&query=Sree%20Sankara%20Dental%20College%2C%20Akathumuri%2C%20Vennecode%20PO%2C%20Varkala%2C%20Thiruvananthapuram%20695318,,854,False,Unaided,Kerala University of Health Sciences
