campus_name,slno,address,university,district,category,type,location,th_campus
"Pravasi Arts & Science College, Gokulam",196,"Pravasi Arts & Science College, Gokulam, Edayur Village, Tirur, Malappurm.",Calicut University,Malappuram,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Pravasi%20Arts%20%26%20Science%20College%2C%20Gokulam%2C%20Edayur%20Village%2C%20Tirur%2C%20Malappurm.,False
"College of Applied Science, Malappuram",197,"College of Applied Science Malappuram Govt. College Campus, Munduparamba, Malappuram",Calicut University,Malappuram,Applied Science (IHRD),Aided,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Science%20Malappuram%20Govt.%20College%20Campus%2C%20Munduparamba%2C%20Malappuram,False
"College of Applied Sciences, Vattamkulam",198,"College of Applied Sciences, Vattamkulam, Sugapuram PO, Edappal, Malappuram 679576",Calicut University,Malappuram,Applied Science (IHRD),Unaided,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Sciences%2C%20Vattamkulam%2C%20Sugapuram%20PO%2C%20Edappal%2C%20Malappuram%20679576,False
"College of Applied Sciences, Vazhakkad",199,"College of Applied Sciences, Vazhakkad, Malappuram",Calicut University,Malappuram,Applied Science (IHRD),Unaided,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Sciences%2C%20Vazhakkad%2C%20Malappuram,False
"Vaidyaratnam PS Varier Ayurveda College, Kottakkal",200,"Vaidyaratnam PS Varier Ayurveda College, Kottakkal, Edarikode PO, Malappuram 676 501",Kerala University of Health Sciences,Malappuram,Ayurveda College,Unaided,https://maps.app.goo.gl/WkNBjbg7jQaBra929,False
"Madeenathul Uloom Arabic College (MAU), Pulikkal",201,"Madeenathul Uloom Arabic College (MAU), Pulikkal PO, Malappuram-673 637",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://maps.app.goo.gl/pZfmPT72eMaR7Jgi7,False
"Darul Uloom Arabic College, Vazhakkad",202,"Darul Uloom Arabic College, Vazhakkad PO, Malappuram-673 640",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://maps.app.goo.gl/3xP1AoqcqqYxMHFG9,False
"Anwarul Islam Arabic College, Areacode",203,"Anwarul Islam Arabic College, Kuniyil, Kizhuparamba, Areacode, Malappuram 673 639",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://www.google.com/maps/search/?api=1&query=Anwarul%20Islam%20Arabic%20College%2C%20Kuniyil%2C%20Kizhuparamba%2C%20Areacode%2C%20Malappuram%20673%20639,False
"Sullamussalam Arabic College, Areacode",204,"Sullamussalam Arabic College, Areacode, Malappuram-673 639",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://www.google.com/maps/search/?api=1&query=Sullamussalam%20Arabic%20College%2C%20Areacode%2C%20Malappuram-673%20639,False
"Anwarul Islam Women's Arabic College, Mongam",205,"Anwarul Islam Women's Arabic College, PO Mongam, Malappuram-673 642",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://maps.app.goo.gl/UZivPMCy3ERuM3mZA,False
"Darunnajath Arabic College, Karuvarakkundu",206,"Darunnajath Arabic College, Karuvarakundu, Malappuram-676 523",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://www.google.com/maps/search/?api=1&query=Darunnajath%20Arabic%20College%2C%20Karuvarakundu%2C%20Malappuram-676%20523,False
"Ansar Arabic College, PO Valavannur",207,"Ansar Arabic College, Valavannur. PO, Malappuram-676 551",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://maps.app.goo.gl/ARCpKXUbjvrnvKrj7,False
"Orphan's Educational Trust Arabic College, Edayur",208,"Orphan's Educational Trust Arabic College, Edayur, Malappuram",Calicut University,Malappuram,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Orphan%27s%20Educational%20Trust%20Arabic%20College%2C%20Edayur%2C%20Malappuram,False
"Anwarul Islam Arabic College, Tirurkad",209,"Anwarul Islam Arabic College, Tirurkad, Malappuram",Calicut University,Malappuram,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Anwarul%20Islam%20Arabic%20College%2C%20Tirurkad%2C%20Malappuram,False
"Isha - Athul Islam Arabic College, Parappanangadi",210,"Isha-athul-Islam Arabic College, Putharikkal, Parappanangadi, Malappuram-676 303",Calicut University,Malappuram,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Isha-athul-Islam%20Arabic%20College%2C%20Putharikkal%2C%20Parappanangadi%2C%20Malappuram-676%20303,False
"Falahia Arabic College, Down Hill",211,"Falahiya Arabic College, Down Hill, Malappuram",Calicut University,Malappuram,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Falahiya%20Arabic%20College%2C%20Down%20Hill%2C%20Malappuram,False
"Al-Hidayath Arabic College, Kondotty",212,"Al-Hidayath Arabic College, Hidayath Nagar, Chemmalaparamba, Thurakkal, Kondotty, Malappuram",Calicut University,Malappuram,Arabic/Oriental Title College,Aided,https://www.google.com/maps/search/?api=1&query=Al-Hidayath%20Arabic%20College%2C%20Hidayath%20Nagar%2C%20Chemmalaparamba%2C%20Thurakkal%2C%20Kondotty%2C%20Malappuram,False
"Assabah Arabic College, Alankode",213,"Assabah Arabic College, Pavittapuram, Alankode, Malappuram",Calicut University,Malappuram,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Assabah%20Arabic%20College%2C%20Pavittapuram%2C%20Alankode%2C%20Malappuram,False
"MES College of Engineering, Trikkanapuram",214,"MES College of Engineering, Kuttipuram, Kuttippuram, Thrikkanapuram PO, Malappuram",APJ Abdul Kalam Technological University,Malappuram,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=MES%20College%20of%20Engineering%2C%20Kuttipuram%2C%20Kuttippuram%2C%20Thrikkanapuram%20PO%2C%20Malappuram,True
"MEA Engineering College, Perinthalmanna",215,"MEA Engineering College, Nellikunnu, Vengoor PO, Perinthalmanna, Malappruam 679325",APJ Abdul Kalam Technological University,Malappuram,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=MEA%20Engineering%20College%2C%20Nellikunnu%2C%20Vengoor%20PO%2C%20Perinthalmanna%2C%20Malappruam%20679325,False
"Vedavyasa Institute of Technology, Ponnempadam",216,"Vedavyasa Institute of Technology, Ponnempadam, PO, Karadparamba, Malappuram 673632",APJ Abdul Kalam Technological University,Malappuram,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Vedavyasa%20Institute%20of%20Technology%2C%20Ponnempadam%2C%20PO%2C%20Karadparamba%2C%20Malappuram%20673632,False
"MES Medical College, Perinthalmanna",217,"MES Medical College, Perinthalmanna, Malaparamba, Palachode PO, Kolathur, Malappuram 679 338",Kerala University of Health Sciences,Malappuram,Medical College,Unaided,https://maps.app.goo.gl/tigbNhyBPBES3b7r5,False
"St Mary's College, Sulthan Bathery",218,"St. Mary's College, Sulthan Bathery, Wayanad 673592",Calicut University,Wayanad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=St.%20Mary%27s%20College%2C%20Sulthan%20Bathery%2C%20Wayanad%20673592,False
"NMSM Government College, Kalpetta",219,"NMSM Government College, Kalpetta, Wayanad",Calicut University,Wayanad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=NMSM%20Government%20College%2C%20Kalpetta%2C%20Wayanad,False
"Pazhassiraja College, Pulpally",220,"Pazhassiraja College, Pulpally, Wayanad 673 579",Calicut University,Wayanad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Pazhassiraja%20College%2C%20Pulpally%2C%20Wayanad%20673%20579,False
"WMO Arts & Science College, Muttil",221,"WMO Arts & Science College, Muttil, Kalpetta, Wayanad 673122",Calicut University,Wayanad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=WMO%20Arts%20%26%20Science%20College%2C%20Muttil%2C%20Kalpetta%2C%20Wayanad%20673122,False
"Don Bosco College, Sulthan Bathery",222,"Don Bosco College, Sulthan Bathery, Wayanad",Calicut University,Wayanad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Don%20Bosco%20College%2C%20Sulthan%20Bathery%2C%20Wayanad,False
"CM College of Arts & Science, Kaithakkal",223,"CM College of Arts & Science, Kaithakkal, Panamaram, Wayanad",Calicut University,Wayanad,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=CM%20College%20of%20Arts%20%26%20Science%2C%20Kaithakkal%2C%20Panamaram%2C%20Wayanad,False
"Oriental School of Hotel Management, Lakkidi",224,"Oriental School of Hotel Management, Valley View, Lakkidi, Wayanad 673576",Calicut University,Wayanad,Hotel Management College,Unaided,https://www.google.com/maps/search/?api=1&query=Oriental%20School%20of%20Hotel%20Management%2C%20Valley%20View%2C%20Lakkidi%2C%20Wayanad%20673576,False
"Oriental College of Hotel Management and Culinary Arts, Vythiri",225,"Oriental College of Hotel Management and Culinary Arts, Vythiri, Wayanad",Calicut University,Wayanad,Hotel Management College,Unaided,https://www.google.com/maps/search/?api=1&query=Oriental%20College%20of%20Hotel%20Management%20and%20Culinary%20Arts%2C%20Vythiri%2C%20Wayanad,False
"Mar Baselios BEd College, Sulthan Bathery",226,"Mar Baselios BEd College, Sulthan Bathery PO, Wayanad 673 592",Calicut University,Wayanad,Training College,Unaided,https://maps.app.goo.gl/R5BjXmGoogzJeVWx7,False
"C. K. Raghavan Memorial College of Teacher Education, Kalandikolly, Pulpally, Wayanad",227,"C K Raghavan Memorial College of Teacher Education, Pulpally",Calicut University,Wayanad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=C%20K%20Raghavan%20Memorial%20College%20of%20Teacher%20Education%2C%20Pulpally,False
"St. Gregorios Teacher Training College, Meenangadi",228,"St. Gregorios Teacher Training College, Meenangadi, Wayanad",Calicut University,Wayanad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=St.%20Gregorios%20Teacher%20Training%20College%2C%20Meenangadi%2C%20Wayanad,False
"Government Victoria College, Palakkad",229,"Government Victoria College, Victoria College PO, Palakkad - 678 001",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/Y6LMskk2ADnYdFQ27,False
"Sree Neelakanda Government Sanskrit College, Pattambi",230,"Sree Neelakanda Government Sanskrit College, Pattambi PO, Mele Pattambi, Palakkad-679 306",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/mpNeNM547WmuoofH9,False
"Mercy College, Palakkad",231,"Mercy College, Palakkad - 678 006",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Mercy%20College%2C%20Palakkad%20-%20678%20006,False
"NSS College, Nemmara",232,"NSS College, Nemmara, Nemmara College PO, Palakkad-678 508",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=NSS%20College%2C%20Nemmara%2C%20Nemmara%20College%20PO%2C%20Palakkad-678%20508,False
"Sreekrishnapuram VT Bhattathiripad College, Mannampatta",233,"Sreekrishnapuram VT Bhattathiripad College, P.O. Mannampatta, Palakkad-679 517",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/CjZFRrYtiiBVXLmm8,False
"VV College of Science & Technology, Kanjikode",234,"VV College of Science & Technology Chullimada, Kanjikode, Palakkad 678621",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=VV%20College%20of%20Science%20%26%20Technology%20Chullimada%2C%20Kanjikode%2C%20Palakkad%20678621,False
"Institute for Communicative & Cognitive Nuero Sciences, Shornur",235,"Institute for Communicative & Cognitive Neuro Sciences (ICCONS), Kavalappara, Shornur, Palakkad",Kerala University of Health Sciences,Palakkad,Paramedical & Allied Sciences,Unaided,https://www.google.com/maps/search/?api=1&query=Institute%20for%20Communicative%20%26%20Cognitive%20Neuro%20Sciences%20%28ICCONS%29%2C%20Kavalappara%2C%20Shornur%2C%20Palakkad,False
"Karuna Arts & Science College, Pattambi",236,"Karuna Arts & Science College, Prabhapuram, Mannengode PO, Pattambi, Palakkad",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Karuna%20Arts%20%26%20Science%20College%2C%20Prabhapuram%2C%20Mannengode%20PO%2C%20Pattambi%2C%20Palakkad,False
"Government College, Chittur",237,"Government College, Chittoor, Chittoor College PO, Palakkad - 678 104",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20College%2C%20Chittoor%2C%20Chittoor%20College%20PO%2C%20Palakkad%20-%20678%20104,False
"Chembai Memorial Government Music College, Palakkad",238,"Chembai Memorial Government Music College, Palakkad",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Chembai%20Memorial%20Government%20Music%20College%2C%20Palakkad,False
"Government Arts and Science College, Kozhinjampara",239,"Government Arts and Science College, Kozhinjampara,Nattukal, Palakkad 678 554",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Arts%20and%20Science%20College%2C%20Kozhinjampara%2CNattukal%2C%20Palakkad%20678%20554,False
"MES Kalladi College, Mannarkkad",240,"MES Kalladi College, Mannarkkad College PO, Palakkad-678 583",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/iLtndnuMKMyo5PKc6,False
"NSS College, Ottappalam",241,"NSS College, Ottappalam, Palappuram PO. Ottappalam -3, Palakkad",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=NSS%20College%2C%20Ottappalam%2C%20Palappuram%20PO.%20Ottappalam%20-3%2C%20Palakkad,False
"Sree Narayana College, Alathur",242,"Sree Narayana College, Alathur, Erattakulam PO, Anjumoorthy, Palakkad-678 682",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/yBBL58vN6H857Te48,False
"MP Moothedath Memorial Sree Narayana Trust College (MPMMSN), Shoranur",243,"MP Moothedath Memorial Sree Narayana Trust College (MPMMSN), Shoranur, Palakkad-679 523",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=MP%20Moothedath%20Memorial%20Sree%20Narayana%20Trust%20College%20%28MPMMSN%29%2C%20Shoranur%2C%20Palakkad-679%20523,False
"Thunchath Ezhuthachan College of Management, Information Technology & Biotechnology, Nemmara",244,"Thunchath Ezhuthachan College of Management, Information Technology & Biotechnology (unaided), Elavanchery PO, Nemmara, Palakkad-678 508",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/xCdMuD592cDVB9ZC6,False
"AWH College of Science and Technology, Anakkara",245,"AWH College of Science and Technology, Anakkara, Palakkad",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=AWH%20College%20of%20Science%20and%20Technology%2C%20Anakkara%2C%20Palakkad,False
"Yuvakshethra Institute of Management Studies, Mundur",246,"Yuvakshethra Institute of Management Studies, Ezhakkad, Mundur, Palakkad",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Yuvakshethra%20Institute%20of%20Management%20Studies%2C%20Ezhakkad%2C%20Mundur%2C%20Palakkad,False
Minority Arts & Science College,247,"Minority Arts and Science College, Vattapparamba, Othalur PO, Thrithala(via), Padinjarangadi, Palakkad 679 534",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/7uXc5fwv2vYaf9d36,False
"Royal Institute of Science & Technology, Mannarapparamba",248,"Royal Institute of Science and Technoloogy (RIST), Mannaraparamba, Kappoor village, Palakkad",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://maps.app.goo.gl/gTM9okHwWjg9F3pr5,False
"Mount Seena College of Arts and Science, Akaloor",249,"Mount Seena College of Arts & Science, Akaloor Post, Lakkidi-Perur, Ottapalam, Palakkad 679302",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Mount%20Seena%20College%20of%20Arts%20%26%20Science%2C%20Akaloor%20Post%2C%20Lakkidi-Perur%2C%20Ottapalam%2C%20Palakkad%20679302,False
"Ideal Arts and Science College, Cherpulasseri",250,"Ideal Arts & Science College , Cherpulassery, Karumanam Kurussi PO, Palakkad",Calicut University,Palakkad,Arts/Science/Commerce College,Aided,https://maps.app.goo.gl/oS46H8ptDogs8YHF9,False
"Cherpulassery College of Science Technology, Cherpulassery",251,"Cherpulassery College of Science and Technology, Karalmanna PO, Cherpulassery, Palakkad 679506",Calicut University,Palakkad,Arts/Science/Commerce College,Unaided,https://www.google.com/maps/search/?api=1&query=Cherpulassery%20College%20of%20Science%20and%20Technology%2C%20Karalmanna%20PO%2C%20Cherpulassery%2C%20Palakkad%20679506,False
"College of Applied Science, Vadakkenchery",252,"College of Applied Science, Vadakkenchery (MBR) Palakkad-678 683",Calicut University,Palakkad,Applied Science (IHRD),Unaided,https://maps.app.goo.gl/eAqMQTM5cpncVhZ37,False
"College of Applied Science, Kuzhalmannam",253,"College of Applied Science, Kuzhalmannam, Kottayi-Palakkad",Calicut University,Palakkad,Applied Science (IHRD),Unaided,https://maps.app.goo.gl/p2knkwWJfkb3DBLK7,False
"College of Applied Science, Malampuzha",254,"College of Applied Science, Malampuzha-Palakkad",Calicut University,Palakkad,Applied Science (IHRD),Unaided,https://maps.app.goo.gl/tB7L9FA2zr2qWfkr5,False
College of Applied Science Attapadi,255,"College of Applied Science Attapadi, Agali 65858, Thrissur",Calicut University,Palakkad,Applied Science (IHRD),Unaided,https://www.google.com/maps/search/?api=1&query=College%20of%20Applied%20Science%20Attapadi%2C%20Agali%2065858%2C%20Thrissur,False
"Vishnu Ayurveda College, Shoranur",256,"Vishnu Ayurveda College, Govt. Press PO, Shoranur, Palakkad 679 122.",Kerala University of Health Sciences,Palakkad,Ayurveda College,Unaided,https://maps.app.goo.gl/HbpADj39ME62TpaN6,False
"Poomulli Neelakandan Nampoodiripad Memorial Ayurveda Medical College, Shoranur",257,"Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College, Shoranur, Palakkad 679531",Kerala University of Health Sciences,Palakkad,Ayurveda College,Unaided,https://www.google.com/maps/search/?api=1&query=Poomulli%20Neelakandan%20Namboodiripad%20Memorial%20Ayurveda%20Medical%20College%2C%20Shoranur%2C%20Palakkad%20679531,False
"Salafiyya Arabic College, Karinganad",258,"Salafiyya Arbic College, Karinganad, Palakkad-679 309",Calicut University,Palakkad,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Salafiyya%20Arbic%20College%2C%20Karinganad%2C%20Palakkad-679%20309,False
"Markaz Oriental College, Thottakkara",259,"Markaz Oriental Arabic College, Thottakkara P.O., Ottappalam, Palakkad",Calicut University,Palakkad,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Markaz%20Oriental%20Arabic%20College%2C%20Thottakkara%20P.O.%2C%20Ottappalam%2C%20Palakkad,False
"Islamiya Arabic College, Alathur",260,"Islamiya Arabic College, Alathur PO, Palakkad",Calicut University,Palakkad,Arabic/Oriental Title College,Unaided,https://www.google.com/maps/search/?api=1&query=Islamiya%20Arabic%20College%2C%20Alathur%20PO%2C%20Palakkad,False
"Government Engineering College, Sreekrishnapuram",261,"Government Engineering College, Sreekrishnapuram,Mannampatta PO, Palakkad",APJ Abdul Kalam Technological University,Palakkad,Engineering/Technical College,Aided,https://www.google.com/maps/search/?api=1&query=Government%20Engineering%20College%2C%20Sreekrishnapuram%2CMannampatta%20PO%2C%20Palakkad,True
"NSS College of Engineering, Akathethara",262,"NSS College of Engineering, Akathethara, Palakkad 678 008",APJ Abdul Kalam Technological University,Palakkad,Engineering/Technical College,Aided,https://www.google.com/maps/search/?api=1&query=NSS%20College%20of%20Engineering%2C%20Akathethara%2C%20Palakkad%20678%20008,True
"Al-Ameen Engineering College, Shornur",263,"Al-Ameen Engineering College, Kulappully, Shornur, Palakkad",Calicut University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Al-Ameen%20Engineering%20College%2C%20Kulappully%2C%20Shornur%2C%20Palakkad,False
"Sreepathi Institute of Management and Technology, Vavnoor",264,"Sreepathy Institute of Management and Technology (SIMAT), Vavanoor PO, Kootanad, Palakkad 679533",Calicut University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Sreepathy%20Institute%20of%20Management%20and%20Technology%20%28SIMAT%29%2C%20Vavanoor%20PO%2C%20Kootanad%2C%20Palakkad%20679533,False
"Palakkad Institute of Science and Technology, Attayampathy",265,"Palakkad Institute of Science and Technology, Attayampathy, Govindapuram PO, Muthalamada, Palakkad",Calicut University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Palakkad%20Institute%20of%20Science%20and%20Technology%2C%20Attayampathy%2C%20Govindapuram%20PO%2C%20Muthalamada%2C%20Palakkad,False
"Jawaharlal College of Engineering and Technology, Lakkidi",266,"Jawaharlal College of Engineering and Technology, Jawahar Gardens, Mangalm, Lakkidiperur, Ottapalam, Palakkad 679301",APJ Abdul Kalam Technological University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Jawaharlal%20College%20of%20Engineering%20and%20Technology%2C%20Jawahar%20Gardens%2C%20Mangalm%2C%20Lakkidiperur%2C%20Ottapalam%2C%20Palakkad%20679301,False
"Prime College of Engineering, Erattayal",267,"Prime College of Engineering, Erattayal, Kodumbu PO, Palakkad - 678551",Calicut University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Prime%20College%20of%20Engineering%2C%20Erattayal%2C%20Kodumbu%20PO%2C%20Palakkad%20-%20678551,False
"Ammini College of Engineering, Kannampariyaram",268,"Ammini College of Engineering, Kannampariyaram, Mankara, Palakkad 678613",APJ Abdul Kalam Technological University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Ammini%20College%20of%20Engineering%2C%20Kannampariyaram%2C%20Mankara%2C%20Palakkad%20678613,False
"LEAD College of Management, Dhoni",269,"LEAD College of management - Dhoni, Palakkad",Calicut University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=LEAD%20College%20of%20management%20-%20Dhoni%2C%20Palakkad,False
"Chathanmkulam Institute of Research and Advanced Studies, Menonpara",270,"Chathamkulam Institute of Research and Advanced Studies, Menonpara 678556, Kanjikode (East), Palakkad",Calicut University,Palakkad,Engineering/Technical College,Unaided,https://www.google.com/maps/search/?api=1&query=Chathamkulam%20Institute%20of%20Research%20and%20Advanced%20Studies%2C%20Menonpara%20678556%2C%20Kanjikode%20%28East%29%2C%20Palakkad,False
"Royal Dental College, Chalissery",271,"Royal Dental College,Mannaraparamba, Chalissery PO, Palakkad 679 536",Kerala University of Health Sciences,Palakkad,Dental College,Unaided,https://maps.app.goo.gl/VstEmT7LfRHdvewN7,False
"Grace College of Pharmacy, Athalur",272,"Grace College of Pharmacy, Athalur, Kodunthirappully, Palakkad 678 004",Kerala University of Health Sciences,Palakkad,Pharmacy College,Unaided,https://maps.app.goo.gl/V1Ki3pJUV66jAafP6,False
"NSS Training College, Ottappalam",273,"NSS. Training College, Ottapalam, Palakkad-679 101",Calicut University,Palakkad,Training College,Aided,https://www.google.com/maps/search/?api=1&query=NSS.%20Training%20College%2C%20Ottapalam%2C%20Palakkad-679%20101,False
"Holy Family College of Education for Women, Koduvayur",274,"Holy Family College of Education for Women, Koduvayur PO, Palakkad 678 501",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Holy%20Family%20College%20of%20Education%20for%20Women%2C%20Koduvayur%20PO%2C%20Palakkad%20678%20501,False
"Sree Narayana College of Teacher Education, Kottapuram",275,"Sree Narayana College of Teacher Education, Kottappuram PO, Sreekrishnapuram, Palakkad",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Sree%20Narayana%20College%20of%20Teacher%20Education%2C%20Kottappuram%20PO%2C%20Sreekrishnapuram%2C%20Palakkad,False
"Sree Swamy Vivekananda Centre of Teacher Education, Mayilumpuram",276,"Sree Swamy Vivekananda Centre of Teacher Education, Mayilumpuram, Ottappalam, Palakkad 679102",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Sree%20Swamy%20Vivekananda%20Centre%20of%20Teacher%20Education%2C%20Mayilumpuram%2C%20Ottappalam%2C%20Palakkad%20679102,False
"Ezhuthachan Training College, Mannapra",277,"Ezhuthachan Training College, PO Mannapra, Palakkad",Calicut University,Palakkad,Training College,Unaided,https://maps.app.goo.gl/d9Wbx9rDG99BHmDE9,False
"Salafiyya Training College, Karinganad",278,"Salafiyya Training College (unaided) Karinganad, Vilayur, Palakkad",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Salafiyya%20Training%20College%20%28unaided%29%20Karinganad%2C%20Vilayur%2C%20Palakkad,False
"BSS BEd Training College, Alathur",279,"BSS BEd Training College, Alathur, Palakkad 678 541",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=BSS%20BEd%20Training%20College%2C%20Alathur%2C%20Palakkad%20678%20541,False
"Kappungal Saydalavi Haji Memorial Training College, Edathanattukara",280,"Kappungal Saydalavi Haji Memorial Training College, Edathanattukara, Palakkad",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Kappungal%20Saydalavi%20Haji%20Memorial%20Training%20College%2C%20Edathanattukara%2C%20Palakkad,False
"Indu Memorial Teacher Training Centre, Kuzhalmannam",281,"Indu Memorial Teacher Training Centre, Kuzhalmannam, Palakkad-678 702",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Indu%20Memorial%20Teacher%20Training%20Centre%2C%20Kuzhalmannam%2C%20Palakkad-678%20702,False
Sneha College of Teacher Education Govindapuram,282,"Sneha College of Teacher Education, Attayampathy, Govindapuram, palghat 678 507",Calicut University,Palakkad,Training College,Unaided,https://maps.app.goo.gl/BtbtFV8hzvpsFwBS7,False
"Bharatheeya Vidya Nikethan College of Teacher Education, Kallekkad",283,"Bharatheeya Vidya Nikethan College of Teacher Education, Kallekkad PO, Palakkad 678 015",Calicut University,Palakkad,Training College,Unaided,https://maps.app.goo.gl/8jNcL7rdnefMLmny8,False
"Ideal Training College, Cherpulasseri",284,"Ideal Training College, Karumanamkurussi PO, Cherpulasseri, Palakkad",Calicut University,Palakkad,Training College,Unaided,https://www.google.com/maps/search/?api=1&query=Ideal%20Training%20College%2C%20Karumanamkurussi%20PO%2C%20Cherpulasseri%2C%20Palakkad,False
"Crescent College of Nursing, Alathur",285,"Crescent College of Nursing, Alathur PO, Palakkad 678 541",Kerala University of Health Sciences,Palakkad,Training College,Unaided,https://maps.app.goo.gl/7BXghQMLQoaRXkS88,False
"Karuna Medical College, Villoyodi",286,"Karuna Medical College, Villoyodi PO, Chittur, Palakkad 678 103",Kerala University of Health Sciences,Palakkad,Medical College,Unaided,https://www.google.com/maps/search/?api=1&query=Karuna%20Medical%20College%2C%20Villoyodi%20PO%2C%20Chittur%2C%20Palakkad%20678%20103,False
"St. Aloysius College, Edathua",287,"St. Aloysius College, Edathua 689 573, Alappuzha",Mahatma Gandhi University,Alappuzha,Arts/Science/Commerce College,Aided,https://www.google.com/maps/search/?api=1&query=St.%20Aloysius%20College%2C%20Edathua%20689%20573%2C%20Alappuzha,False
